dim,prox,end_time,n_train,tol,alpha_auc,alphas_auc_no_diag,estimation_error,estimation_error_no_diag,kendall,kendall_no_diag
30,l1,5000,100,1e-10,0.005698019144660683,0.005858981513933046,1.4003672258151447,1.5197996564358651,0.007262354643561138,0.007196146609484605
30,l1w,5000,100,1e-10,0.007342720742357539,0.007401490925290094,0.01055787080677928,0.010207856036026391,0.01137972444084492,0.012282953442451696
30,nuclear,5000,100,1e-07,0.009672020202098052,0.010117593723084132,0.005195303821401388,0.0043703951340703295,0.012677397342956429,0.01232382276784535
30,l1_nuclear,5000,100,1e-07,0.011544995373723266,0.011511902648534248,0.005196507671673582,0.0051719219016938215,0.01418878471800026,0.01391838536029136
30,l1w_nuclear,5000,10,1e-07,0.006960157222227511,0.0061702826841238964,0.003230006299836509,0.002420817755509177,0.008397540771281029,0.007003941122680697
30,l1,7000,10,1e-10,0.004806595181468795,0.006233911511184714,0.7324727930809948,0.8208034012538069,0.00707913652745557,0.008450628720689617
30,l1w,7000,10,1e-10,0.006981661042099238,0.006585382756824357,0.017681396431004776,0.011099064878240913,0.008712946376712591,0.009856942729735346
30,nuclear,7000,10,1e-07,0.010707357210978095,0.01100204032016034,0.005472129222427455,0.005280363475359126,0.008199040953164892,0.00795383837048372
30,l1_nuclear,7000,10,1e-07,0.011699045683676659,0.011393940837895977,0.006203152737618343,0.006112248221736352,0.012964969721424906,0.012233458885445154
30,l1w_nuclear,7000,10,1e-07,0.007791070542263791,0.006526143563234109,0.004354150879547096,0.00385705828329376,0.008344151872442297,0.006502039528936161
30,l1,10000,10,1e-10,0.004952670400516243,0.005871604842543962,0.3647655304261676,0.40196896713271024,0.006329433867275195,0.00720323275604783
30,l1w,10000,10,1e-10,0.005412038578857816,0.006047023894062275,0.016163618779488086,0.01674774941315496,0.011876283145175668,0.012710358101980831
30,nuclear,10000,10,1e-07,0.006188261480548882,0.006275232064210335,0.002891033808319395,0.0027787756177817817,0.007471708470618409,0.007487862590505211
30,l1_nuclear,10000,10,1e-07,0.01169032013976547,0.011235579600024978,0.002460124849886712,0.0022960169613936198,0.013851762497279423,0.013075082923991116
30,l1w_nuclear,10000,10,1e-07,0.005185009625838189,0.006878862338094619,0.002512147651233748,0.002298033435145504,0.006588654851845854,0.00736762172363955
30,l1,15000,10,1e-10,0.0031826622945732197,0.004066793568393882,0.5297705211846897,0.5816287558576773,0.00414891350858449,0.004479381116469486
30,l1w_nuclear,5000,100,1e-07,0.010219867781615443,0.008799752647705992,0.004895871320407654,0.004425975350698796,0.012674174772415827,0.010649896644509056
30,l1,7000,100,1e-10,0.006181018254521724,0.006388234477124994,1.1491542637918597,1.2519320019331093,0.007826503961599531,0.008165722089123613
30,l1w,7000,100,1e-10,0.007311534740554637,0.0067512876528267145,0.01992925356080974,0.00980164892961234,0.00994547000133505,0.010557525726819077
30,nuclear,7000,100,1e-07,0.0107205577060883,0.010581054890455308,0.00399902651562734,0.004035114388585707,0.01133835178206055,0.010880032508203758
30,l1_nuclear,7000,100,1e-07,0.012643897743376369,0.012309576443576086,0.004109371999732943,0.004112438468384628,0.015384747542804016,0.01474327911069544
30,l1w_nuclear,7000,100,1e-07,0.009051095341323454,0.009099430117773128,0.0036179806123182415,0.003376630068647818,0.013594502866249136,0.010286267057433287
30,l1,10000,100,1e-10,0.006779911098225675,0.007108465827611638,0.8203736229126463,0.8923252465600834,0.008150192273257148,0.008541285909884068
30,l1w,10000,100,1e-10,0.00722327156861875,0.007748346417391452,0.017361219710714526,0.0191297290026186,0.011494413098908704,0.012666169444571973
30,nuclear,10000,100,1e-07,0.010451883385143915,0.010269983614737422,0.0032893163954710487,0.0032327782835210464,0.012693450579514305,0.01225480772258092
30,l1_nuclear,10000,100,1e-07,0.009271853133654423,0.01167921170895418,0.0030826438134944683,0.0030226518424221857,0.014791737719077484,0.013968303186947572
30,l1w_nuclear,10000,100,1e-07,0.009177948476080906,0.008937710209212829,0.003040682524729864,0.002753820929150026,0.011096244894504573,0.0106283601932316
30,l1,15000,100,1e-10,0.00632238111812828,0.006385809046051556,0.5055566216444402,0.5496576513006746,0.007327055811097995,0.007491767578558548
30,l1w,15000,100,1e-10,0.0066479853863494354,0.006813933561895443,0.014446822570388863,0.014945322749616687,0.009428097807576807,0.010055034511562722
30,nuclear,15000,100,1e-07,0.00977028116565486,0.009545964672523442,0.00354115909725489,0.0035327680737265712,0.011958124958986656,0.011493241091195995
30,l1_nuclear,15000,100,1e-07,0.008409153258069919,0.008518538570758979,0.0026380119492965893,0.002430061252377769,0.01070065132630053,0.010634290175879468
30,l1w_nuclear,15000,100,1e-07,0.007869197563829037,0.00785230485446124,0.003623817929872527,0.0032644309393474514,0.01007895007498915,0.009884553596881477
30,l1,20000,100,1e-10,0.00671593513154569,0.007537367630730651,0.3956027115038819,0.43188505926776016,0.00898918025535222,0.009688815116739687
30,l1w,20000,100,1e-10,0.006934486217077201,0.007468267553734211,0.01720109624817319,0.01764573520605191,0.009870747207339785,0.010322326974337818
30,nuclear,20000,100,1e-07,0.0064615769051553935,0.0065863309610998825,0.0027591133135872604,0.002814327425121283,0.007919602308576749,0.011122874411715498
30,l1_nuclear,20000,100,1e-07,0.005817315345390075,0.005873374324629802,0.0032817451594540927,0.003348677162934716,0.007328034017558626,0.00726627464118712
30,l1w_nuclear,20000,100,1e-07,0.005848207889377917,0.005766066481740989,0.002828351415570274,0.002697155168879026,0.0070698077697613285,0.007122901911082985
