dim,prox,end_time,n_train,tol,alpha_auc,alphas_auc_no_diag,estimation_error,estimation_error_no_diag,kendall,kendall_no_diag
30,l1,5000,100,1e-10,0.6251043394777269,0.6270785197132616,16.530222365109356,17.652850904319372,0.1786758436408145,0.17555390616057115
30,l1w,5000,100,1e-10,0.7187221358166923,0.7301126129032258,0.4371921691187833,0.3862509228646917,0.5188712542158822,0.538870175969658
30,nuclear,5000,100,1e-07,0.8653506144393244,0.8699490537634408,0.0994841663915829,0.08958238263823319,0.5149216631851168,0.50495082890547
30,l1_nuclear,5000,100,1e-07,0.8631325332821297,0.8651577491039423,0.09291344426639543,0.08508291450318195,0.506479135546665,0.4935831667635401
30,l1w_nuclear,5000,10,1e-07,0.8746811315924219,0.8834590681003585,0.0836724491646724,0.07389814648707961,0.5208117739233814,0.5161457828270877
30,l1,7000,10,1e-10,0.646915258576549,0.6477323655913978,12.036487746238173,12.860533343740613,0.2092344309713483,0.2043739862119129
30,l1w,7000,10,1e-10,0.7453076356886841,0.7549455555555555,0.4097880545804358,0.3734016829350839,0.5475805011620076,0.5678199717729207
30,nuclear,7000,10,1e-07,0.8839340117767536,0.8847804301075269,0.08831609229156237,0.07951912101169614,0.5315967897734504,0.5197048130211469
30,l1_nuclear,7000,10,1e-07,0.8807931387608807,0.8837099641577059,0.08303995128990563,0.07469971494888701,0.5326541338037694,0.5199894005610604
30,l1w_nuclear,7000,10,1e-07,0.8956546338965694,0.8987755555555557,0.07794426935819193,0.0674483998303899,0.5404257039187416,0.5337367658407276
30,l1,10000,10,1e-10,0.6579563172043011,0.6573393189964157,8.520637029987068,9.103121815860831,0.22564292988460144,0.2181398039029056
30,l1w,10000,10,1e-10,0.7612457117255504,0.7705573835125448,0.3810450412978307,0.3627106821378895,0.5749194034205805,0.5941306764533408
30,nuclear,10000,10,1e-07,0.9105929979518692,0.9118825806451611,0.08194957120730445,0.07281798041485288,0.5688272241147408,0.5536028475257901
30,l1_nuclear,10000,10,1e-07,0.8917806579621095,0.8951141935483872,0.07640819552595188,0.06786569284867869,0.5488506040737917,0.5363098553159398
30,l1w_nuclear,10000,10,1e-07,0.9242538402457756,0.9252739784946236,0.07370982434609999,0.06377279136655481,0.5793235822997691,0.5641633550014212
30,l1,15000,10,1e-10,0.6884054979518691,0.6886405734767024,5.449789598341013,5.799594632852537,0.2679670360958831,0.2601180626947626
30,l1w_nuclear,5000,100,1e-07,0.8740886392729135,0.8810855698924734,0.08571570411397314,0.07531741149942092,0.5202556542697078,0.5129397389673395
30,l1,7000,100,1e-10,0.6429827092933946,0.6442003691756271,11.731725010354626,12.521579884020332,0.20355926840869326,0.1990163694275468
30,l1w,7000,100,1e-10,0.7403847478238608,0.7505076487455196,0.4141525196654508,0.3748416492126074,0.5464643953625702,0.5662945687947797
30,nuclear,7000,100,1e-07,0.8808055555555557,0.8815263942652333,0.08879781884756227,0.08003687739640764,0.5303621111252979,0.5185015202546364
30,l1_nuclear,7000,100,1e-07,0.8815637992831546,0.884411641577061,0.08254773811115118,0.07415320443322157,0.5331947912877468,0.5205141509864043
30,l1w_nuclear,7000,100,1e-07,0.8919430299539168,0.8944111182795703,0.07841614972446287,0.06820244150033346,0.5379355474119177,0.5306342474424032
30,l1,10000,100,1e-10,0.6632697676651305,0.6643105376344088,8.298114355898745,8.860810130951227,0.2324364775235956,0.2267010975810057
30,l1w,10000,100,1e-10,0.7627766449052742,0.7727767885304659,0.3857844867294141,0.36466331295811294,0.5774898497596275,0.598243201627333
30,nuclear,10000,100,1e-07,0.9069430683563744,0.9083932544802868,0.08110771280564244,0.07196979527522519,0.5647193876616748,0.5497904534958411
30,l1_nuclear,10000,100,1e-07,0.8890018369175631,0.891388265232975,0.07555526352147361,0.06703833998334685,0.5444239937967597,0.5323556901590281
30,l1w_nuclear,10000,100,1e-07,0.9220114247311832,0.92357082437276,0.07296115803725796,0.06301301258044588,0.5770834661554655,0.5628829386744055
30,l1,15000,100,1e-10,0.6882896345366102,0.6885213440860217,5.466993373804987,5.828146815276075,0.2682841281831677,0.2604045612585015
30,l1w,15000,100,1e-10,0.7883063620071684,0.7971924767025089,0.3468454252528243,0.3244346459353885,0.6136828087721079,0.6346034848128213
30,nuclear,15000,100,1e-07,0.9249798259088584,0.927023498207886,0.07285631078666722,0.06622309105957931,0.5911119618244125,0.5762406988912847
30,l1_nuclear,15000,100,1e-07,0.9243374743983616,0.9245729820788527,0.07074249165000825,0.061973012968783936,0.5855819031087016,0.5692153823454092
30,l1w_nuclear,15000,100,1e-07,0.9487026113671274,0.9499469677419357,0.06358877413058242,0.05637601942338845,0.6157591940244406,0.6002193234198672
30,l1,20000,100,1e-10,0.7091062403993855,0.709170129032258,4.0201900673151565,4.284764133667599,0.2977370659645755,0.2887727476674669
30,l1w,20000,100,1e-10,0.8089375896057348,0.8175423440860218,0.31723018911748296,0.29090477288924504,0.6419997528890131,0.6638377406491842
30,nuclear,20000,100,1e-07,0.9387547747055812,0.9389161863799284,0.06637596035129578,0.05958148626940363,0.6060327344753916,0.5907340443177854
30,l1_nuclear,20000,100,1e-07,0.9446641961085512,0.945193397849462,0.06438237055902682,0.058426652822533814,0.6149420702015292,0.5981610120044858
30,l1w_nuclear,20000,100,1e-07,0.9644680043522788,0.9656908602150541,0.0579407060218979,0.05088399550056415,0.6386747699592966,0.6220178438560339
